_id,date,center_name,attendance_count
53934214,2026-01-09,Magee Community Center,59
53934215,2026-01-09,Jefferson Community Center,34
53934216,2026-01-09,Ormsby Community Center,5
53934217,2026-01-09,Warrington Community Center,38
53934218,2026-01-08,Paulson Community Center,17
53934219,2026-01-08,Phillips Community Center,34
53934220,2026-01-08,West Penn Community Center,112
53934221,2026-01-08,Ammon Community Center,38
53934222,2026-01-08,Brookline Community Center,42
53934223,2026-01-08,Arlington Community Center,17
53934224,2026-01-08,Jefferson Community Center,35
53934225,2026-01-08,Magee Community Center,51
53934226,2026-01-08,Ormsby Community Center,15
53934227,2026-01-08,Warrington Community Center,65
53934228,2026-01-07,Phillips Community Center,265
53934229,2026-01-07,Paulson Community Center,22
53934230,2026-01-07,West Penn Community Center,159
53934231,2026-01-07,Arlington Community Center,12
53934232,2026-01-07,Brookline Community Center,32
53934233,2026-01-07,Magee Community Center,30
53934234,2026-01-07,Jefferson Community Center,61
53934235,2026-01-07,Ormsby Community Center,7
53934236,2026-01-07,Warrington Community Center,50
53934237,2026-01-06,Paulson Community Center,19
53934238,2026-01-06,Phillips Community Center,33
53934239,2026-01-06,West Penn Community Center,175
53934240,2026-01-06,Brookline Community Center,53
53934241,2026-01-06,Arlington Community Center,14
53934242,2026-01-06,Magee Community Center,18
53934243,2026-01-06,Ormsby Community Center,11
53934244,2026-01-06,Warrington Community Center,58
53934245,2026-01-05,Phillips Community Center,50
53934246,2026-01-05,Paulson Community Center,18
53934247,2026-01-05,West Penn Community Center,86
53934248,2026-01-05,Arlington Community Center,20
53934249,2026-01-05,Brookline Community Center,41
53934250,2026-01-05,Magee Community Center,32
53934251,2026-01-05,Jefferson Community Center,23
53934252,2026-01-05,Ormsby Community Center,12
53934253,2026-01-05,Warrington Community Center,57
53934254,2026-01-03,Phillips Community Center,2
53934255,2026-01-03,West Penn Community Center,222
53934256,2026-01-03,Magee Community Center,7
53934257,2026-01-03,Ormsby Community Center,3
53934258,2026-01-03,Warrington Community Center,9
53934259,2026-01-02,Phillips Community Center,24
53934260,2026-01-02,West Penn Community Center,48
53934261,2026-01-02,Brookline Community Center,36
53934262,2026-01-02,Arlington Community Center,8
53934263,2026-01-02,Magee Community Center,40
53934264,2026-01-02,Ormsby Community Center,11
53934265,2026-01-02,Warrington Community Center,24
53934266,2025-12-31,Phillips Community Center,17
53934267,2025-12-31,Paulson Community Center,1
53934268,2025-12-31,West Penn Community Center,16
53934269,2025-12-31,Arlington Community Center,3
53934270,2025-12-31,Brookline Community Center,25
53934271,2025-12-31,Magee Community Center,12
53934272,2025-12-31,Ormsby Community Center,2
53934273,2025-12-31,Warrington Community Center,25
53934274,2025-12-30,Paulson Community Center,1
53934275,2025-12-30,Phillips Community Center,9
53934276,2025-12-30,West Penn Community Center,70
53934277,2025-12-30,Brookline Community Center,15
53934278,2025-12-30,Arlington Community Center,15
53934279,2025-12-30,Magee Community Center,20
53934280,2025-12-30,Ormsby Community Center,16
53934281,2025-12-30,Warrington Community Center,31
53934282,2025-12-29,Phillips Community Center,17
53934283,2025-12-29,Paulson Community Center,9
53934284,2025-12-29,West Penn Community Center,28
53934285,2025-12-29,Arlington Community Center,7
53934286,2025-12-29,Brookline Community Center,46
53934287,2025-12-29,Magee Community Center,42
53934288,2025-12-29,Ormsby Community Center,10
53934289,2025-12-29,Warrington Community Center,26
53934290,2025-12-27,West Penn Community Center,53
53934291,2025-12-27,Magee Community Center,16
53934292,2025-12-27,Ormsby Community Center,1
53934293,2025-12-27,Warrington Community Center,4
53934294,2025-12-26,Phillips Community Center,7
53934295,2025-12-26,West Penn Community Center,21
53934296,2025-12-26,Brookline Community Center,24
53934297,2025-12-26,Arlington Community Center,5
53934298,2025-12-26,Magee Community Center,31
53934299,2025-12-26,Ormsby Community Center,4
53934300,2025-12-26,Warrington Community Center,15
53934301,2025-12-24,Phillips Community Center,5
53934302,2025-12-24,West Penn Community Center,10
53934303,2025-12-24,Arlington Community Center,6
53934304,2025-12-24,Brookline Community Center,11
53934305,2025-12-24,Magee Community Center,19
53934306,2025-12-24,Ormsby Community Center,4
53934307,2025-12-24,Warrington Community Center,7
53934308,2025-12-23,Phillips Community Center,33
53934309,2025-12-23,Paulson Community Center,5
53934310,2025-12-23,West Penn Community Center,84
53934311,2025-12-23,Brookline Community Center,37
53934312,2025-12-23,Arlington Community Center,18
53934313,2025-12-23,Magee Community Center,51
53934314,2025-12-23,Jefferson Community Center,36
53934315,2025-12-23,Jefferson Recreation Center,2
53934316,2025-12-23,Ormsby Community Center,13
53934317,2025-12-23,Warrington Community Center,29
53934318,2025-12-22,Paulson Community Center,5
53934319,2025-12-22,Phillips Community Center,18
53934320,2025-12-22,West Penn Community Center,64
53934321,2025-12-22,Arlington Community Center,15
53934322,2025-12-22,Brookline Community Center,31
53934323,2025-12-22,Magee Community Center,21
53934324,2025-12-22,Ormsby Community Center,14
53934325,2025-12-22,Warrington Community Center,51
53934326,2025-12-20,West Penn Community Center,17
53934327,2025-12-20,Magee Community Center,10
53934328,2025-12-20,Ormsby Community Center,4
53934329,2025-12-20,Warrington Community Center,7
53934330,2025-12-19,Phillips Community Center,22
53934331,2025-12-19,Paulson Community Center,12
53934332,2025-12-19,West Penn Community Center,76
53934333,2025-12-19,Brookline Community Center,24
53934334,2025-12-19,Arlington Community Center,9
53934335,2025-12-19,Magee Community Center,24
53934336,2025-12-19,Ormsby Community Center,3
53934337,2025-12-19,Warrington Community Center,25
53934338,2025-12-18,Paulson Community Center,24
53934339,2025-12-18,Phillips Community Center,58
53934340,2025-12-18,West Penn Community Center,207
53934341,2025-12-18,Arlington Community Center,15
53934342,2025-12-18,Brookline Community Center,39
53934343,2025-12-18,Magee Community Center,13
53934344,2025-12-18,Ormsby Community Center,14
53934345,2025-12-18,Warrington Community Center,52
53934346,2025-12-17,Phillips Community Center,47
53934347,2025-12-17,Paulson Community Center,23
53934348,2025-12-17,West Penn Community Center,44
53934349,2025-12-17,Brookline Community Center,29
53934350,2025-12-17,Arlington Community Center,8
53934351,2025-12-17,Magee Community Center,20
53934352,2025-12-17,Ormsby Community Center,8
53934353,2025-12-17,Warrington Community Center,41
53934354,2025-12-16,Paulson Community Center,13
53934355,2025-12-16,Phillips Community Center,20
53934356,2025-12-16,West Penn Community Center,201
53934357,2025-12-16,Arlington Community Center,15
53934358,2025-12-16,Brookline Community Center,49
53934359,2025-12-16,Magee Community Center,16
53934360,2025-12-16,Jefferson Community Center,3
53934361,2025-12-16,Ormsby Community Center,10
53934362,2025-12-16,Warrington Community Center,31
53934363,2025-12-15,Phillips Community Center,26
53934364,2025-12-15,Paulson Community Center,8
53934365,2025-12-15,West Penn Community Center,93
53934366,2025-12-15,Brookline Community Center,39
53934367,2025-12-15,Arlington Community Center,18
53934368,2025-12-15,Magee Community Center,17
53934369,2025-12-15,Ormsby Community Center,10
53934370,2025-12-15,Warrington Community Center,62
53934371,2025-12-13,Phillips Community Center,4
53934372,2025-12-13,West Penn Community Center,188
53934373,2025-12-13,Brookline Community Center,13
53934374,2025-12-13,Magee Community Center,5
53934375,2025-12-13,Ormsby Community Center,4
53934376,2025-12-13,Warrington Community Center,1
53934377,2025-12-12,Phillips Community Center,61
53934378,2025-12-12,Paulson Community Center,17
53934379,2025-12-12,West Penn Community Center,88
53934380,2025-12-12,Brookline Community Center,34
53934381,2025-12-12,Magee Community Center,30
53934382,2025-12-12,Jefferson Community Center,29
53934383,2025-12-12,Ormsby Community Center,9
53934384,2025-12-12,Warrington Community Center,32
53934385,2025-12-11,Paulson Community Center,13
53934386,2025-12-11,Phillips Community Center,30
53934387,2025-12-11,West Penn Community Center,163
53934388,2025-12-11,Brookline Community Center,51
53934389,2025-12-11,Arlington Community Center,23
53934390,2025-12-11,Jefferson Community Center,41
53934391,2025-12-11,Magee Community Center,31
53934392,2025-12-11,Ormsby Community Center,3
53934393,2025-12-11,Warrington Community Center,37
53934394,2025-12-10,Phillips Community Center,34
53934395,2025-12-10,Paulson Community Center,14
53934396,2025-12-10,West Penn Community Center,69
53934397,2025-12-10,Ammon Community Center,16
53934398,2025-12-10,Arlington Community Center,3
53934399,2025-12-10,Brookline Community Center,36
53934400,2025-12-10,Magee Community Center,22
53934401,2025-12-10,Jefferson Community Center,41
53934402,2025-12-10,Ormsby Community Center,9
53934403,2025-12-10,Warrington Community Center,52
53934404,2025-12-09,Paulson Community Center,18
53934405,2025-12-09,Phillips Community Center,27
53934406,2025-12-09,West Penn Community Center,83
53934407,2025-12-09,Ammon Community Center,20
53934408,2025-12-09,Brookline Community Center,58
53934409,2025-12-09,Arlington Community Center,22
53934410,2025-12-09,Jefferson Community Center,29
53934411,2025-12-09,Magee Community Center,15
53934412,2025-12-09,Ormsby Community Center,2
53934413,2025-12-09,Warrington Community Center,65
53934414,2025-12-08,Phillips Community Center,62
53934415,2025-12-08,Paulson Community Center,15
53934416,2025-12-08,West Penn Community Center,101
53934417,2025-12-08,Arlington Community Center,24
53934418,2025-12-08,Brookline Community Center,41
53934419,2025-12-08,Magee Community Center,29
53934420,2025-12-08,Jefferson Community Center,38
53934421,2025-12-08,Ormsby Community Center,9
53934422,2025-12-08,Warrington Community Center,91
53934423,2025-12-06,Paulson Community Center,1
53934424,2025-12-06,Phillips Community Center,2
53934425,2025-12-06,West Penn Community Center,103
53934426,2025-12-06,Brookline Community Center,11
53934427,2025-12-06,Magee Community Center,8
53934428,2025-12-06,Ormsby Community Center,6
53934429,2025-12-06,Warrington Community Center,8
53934430,2025-12-05,Phillips Community Center,35
53934431,2025-12-05,Paulson Community Center,20
53934432,2025-12-05,West Penn Community Center,44
53934433,2025-12-05,Ammon Community Center,15
53934434,2025-12-05,Brookline Community Center,22
53934435,2025-12-05,Arlington Community Center,18
53934436,2025-12-05,Magee Community Center,32
53934437,2025-12-05,Jefferson Community Center,52
53934438,2025-12-05,Ormsby Community Center,8
53934439,2025-12-05,Warrington Community Center,53
53934440,2025-12-04,Paulson Community Center,16
53934441,2025-12-04,Phillips Community Center,40
53934442,2025-12-04,West Penn Community Center,116
53934443,2025-12-04,Arlington Community Center,18
53934444,2025-12-04,Brookline Community Center,40
53934445,2025-12-04,Jefferson Community Center,53
53934446,2025-12-04,Magee Community Center,41
53934447,2025-12-04,Ormsby Community Center,8
53934448,2025-12-04,Warrington Community Center,28
53934449,2025-12-03,Phillips Community Center,21
53934450,2025-12-03,Paulson Community Center,18
53934451,2025-12-03,West Penn Community Center,89
53934452,2025-12-03,Brookline Community Center,21
53934453,2025-12-03,Magee Community Center,33
53934454,2025-12-03,Jefferson Community Center,49
53934455,2025-12-03,Ormsby Community Center,13
53934456,2025-12-03,Warrington Community Center,75
53934457,2025-12-02,Paulson Community Center,1
53934458,2025-12-02,Phillips Community Center,17
53934459,2025-12-02,West Penn Community Center,59
53934460,2025-12-02,Brookline Community Center,19
53934461,2025-12-02,Arlington Community Center,18
53934462,2025-12-02,Magee Community Center,18
53934463,2025-12-02,Ormsby Community Center,9
53934464,2025-12-02,Warrington Community Center,32
53934465,2025-12-01,Phillips Community Center,51
53934466,2025-12-01,Paulson Community Center,15
53934467,2025-12-01,West Penn Community Center,126
53934468,2025-12-01,Arlington Community Center,20
53934469,2025-12-01,Brookline Community Center,30
53934470,2025-12-01,Magee Community Center,61
53934471,2025-12-01,Ormsby Community Center,1
53934472,2025-12-01,Warrington Community Center,66
53934473,2025-11-26,Paulson Community Center,5
53934474,2025-11-26,Phillips Community Center,45
53934475,2025-11-26,West Penn Community Center,52
53934476,2025-11-26,Brookline Community Center,22
53934477,2025-11-26,Arlington Community Center,2
53934478,2025-11-26,Magee Community Center,24
53934479,2025-11-26,Ormsby Community Center,2
53934480,2025-11-26,Warrington Community Center,35
53934481,2025-11-25,Phillips Community Center,25
53934482,2025-11-25,Paulson Community Center,17
53934483,2025-11-25,West Penn Community Center,140
53934484,2025-11-25,Arlington Community Center,14
53934485,2025-11-25,Brookline Community Center,46
53934486,2025-11-25,Magee Community Center,33
53934487,2025-11-25,Jefferson Community Center,39
53934488,2025-11-25,Ormsby Community Center,6
